name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Lacoste - Montreal,Montreal,Unknown,"EGP 7,975.00",Unisex,China,Unknown,Stainless Steel,leather,Mineral,2010596
Lacoste - Durban,Durban,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Nylon,Mineral,2010699
Lacoste - Seattle Chrono,Seattle Chrono,Unknown,"EGP 11,795.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010712
Lacoste - Fidji,Fidji,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010713
Lacoste - Fidji,Fidji,Unknown,"EGP 11,795.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010740
Lacoste - Panama Chrono,Panama Chrono,Unknown,"EGP 12,900.00",Unisex,China,Unknown,Stainless Steel,Calfskin,Mineral,2010741
Lacoste - Borneo Chrono,Borneo Chrono,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Resin,Resin,Mineral,2010754
Lacoste - Montreal,Montreal,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2010776
Lacoste - Seattle,Seattle,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010799
Lacoste - Seattle,Seattle,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2010801
Lacoste - Montreal,Montreal,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,leather,Mineral,2010805
Lacoste - Borneo,Borneo,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010813
Lacoste - Lacoste.12.12,Lacoste.12.12,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010822
Lacoste - Moon,Moon,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2010871
Lacoste - Metro,Metro,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2010877
Lacoste - Tonga,Tonga,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010879
Lacoste - Tonga,Tonga,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010880
Lacoste - Westport,Westport,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2010885
Lacoste - Edmonton,Edmonton,Unknown,"EGP 7,790.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2010888
Lacoste - Lacoste.12.12,Lacoste.12.12,Unknown,"EGP 8,160.00",Unisex,China,Unknown,Stainless Steel,Nylon,Mineral,2010921
Lacoste - Lacoste.12.12,Lacoste.12.12,Lacoste,"EGP 8,900.00",Men,China,Quartz,Resin,Silicone,Mineral,2010972
Lacoste - Cabreton,Cabreton,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010978
Lacoste - Cabreton,Cabreton,Unknown,"EGP 11,795.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010980
Lacoste - Lacoste.12.12,Lacoste.12.12,Unknown,"EGP 5,900.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010988
Casio - EDIFICE,Unknown,Unknown,"EGP 15,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - EDIFICE,Unknown,Unknown,"EGP 19,495.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - EDIFICE,Unknown,Unknown,"EGP 21,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 20,695.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 7,395.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 7,395.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,G-Shock,Casio,"EGP 16,250.00",Men,China,Quartz,Resin,Resin,Mineral,G-9300-1DR
Casio - G,G-Shock,Casio,"EGP 16,295.00",Men,China,Quartz,Resin,Resin,Mineral,G-9300GB-1DR
Casio - G,G-Shock,Casio,"EGP 20,550.00",Men,China,Quartz,Resin,Resin,Mineral,GA-1000-1ADR
Casio - G,G-Shock,Casio,"EGP 8,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100-1A1DR
Casio - G,G-Shock,Casio,"EGP 8,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100-1A4DR
Casio - G,G-Shock,Casio,"EGP 8,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100CB-1ADR
Casio - G,G-Shock,Casio,"EGP 9,750.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100CF-1A9DR
Casio - G,G-Shock,Casio,"EGP 12,450.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-110GB-1ADR
Casio - G,Unknown,Unknown,"EGP 8,695.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 9,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 11,395.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 11,395.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 11,395.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 7,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 12,350.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 24,650.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,G-Shock,Casio,"EGP 21,495.00",Men,China,Quartz,Stainless steel,Resin,Mineral,GST-S100G-1ADR
Casio - G,Unknown,Unknown,"EGP 21,495.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 25,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 11,750.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 11,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,Unknown,Unknown,"EGP 10,850.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,G-Shock,Casio,"EGP 9,695.00",Men,China,Quartz,Resin,Resin,Mineral,GA-400-1BDR
Casio - G,G-Shock,Casio,"EGP 10,895.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-400GB-1A9DR
Casio - G,G-Shock,Casio,"EGP 7,995.00",men,China,Quartz,Resin,Resin,Mineral,GA-700-1ADR
Tommy Hilfiger - Alex,Unknown,Unknown,"EGP 15,500.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Lauryn,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lacoste - 12.12,12.12,Lacoste,"EGP 5,900.00",Women,China,Quartz,Synthetic,Silicone,Scratch Resistant Mineral,2001063
Tommy Hilfiger - Communion,Communion,Unknown,"EGP 7,315.00",Unisex,China,Unknown,Stainless Steel,Rubber,Mineral,178.1803
Casio - G,G-Shock,Casio,"EGP 10,595.00",Men,China,Quartz,Resin,Resin,Mineral,GBD-100-2DR
Gucci - G,G-timeless,Unknown,"EGP 57,390.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,0
MVMT - Blacktop,Blacktop,Unknown,"EGP 4,295.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Mineral,28000007-D
MVMT - Chrono,Chrono,Unknown,"EGP 3,245.00",Unisex,Unknown,Unknown,Stainless steel,Leather,Mineral,D-MC01-SBRL
MVMT - Natural Tan,Natural Tan,Unknown,"EGP 3,245.00",Unisex,Unknown,Unknown,Stainless steel,Leather,Mineral,D-MC01-RGDBR
MVMT - Classic,Classic,Unknown,"EGP 2,595.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless Steel,Mineral,D-MM01-BROGR
MVMT - Coronada,Coronada,Unknown,"EGP 3,375.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless Steel,Mineral,28000001-D
Armani Exchange - Outerbanks,Outerbanks,Armani Exchange,"EGP 10,495.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,AX1327
Armani Exchange - Hampton,Hampton,Armani Exchange,"EGP 12,550.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,AX2101
Armani Exchange - HAMPTON,Unknown,Unknown,"EGP 14,875.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Armani Exchange - LOLA,Unknown,armani,"EGP 12,550.00",Women,China,Quartz,STAINLESS STEEL,Stainlees Steel,Mineral,AX5535
Armani Exchange - Lola,Lola,Armani Exchange,"EGP 13,850.00",Women,China,Quartz,Plated Stainless Steel,Stainlees Steel,Mineral,AX5536
Armani Exchange - Lola,Lola,Armani Exchange,"EGP 12,375.00",Women,China,Quartz,Stainless steel,Stainless Steel,Mineral,AX5537
Calvin Klein - K2227136,Unknown,Unknown,"EGP 6,080.00",Unisex,Switzerland,Unknown,Stainless steel,Leather,Mineral,K2227136
Calvin Klein - CK Spellbound,Unknown,Unknown,"EGP 3,295.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Bold,CK Bold,Calvin Klein,"EGP 6,995.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Mineral,K5A315C6
Calvin Klein - CK Bold,Unknown,Unknown,"EGP 9,230.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K5A316C1
Calvin Klein - CK Cheers,Unknown,Unknown,"EGP 10,550.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Mineral,K8N23646
Calvin Klein - CK City,CK City,Calvin Klein,"EGP 8,700.00",men,Switzerland,Quartz,Stainless Steel,Leather,Mineral,K2G2G5C6
Calvin Klein - CK City,Unknown,Unknown,"EGP 11,870.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K2G275C6
Calvin Klein - CK City,Unknown,Unknown,"EGP 9,230.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K2G21520
Calvin Klein - CK City,Unknown,Unknown,"EGP 7,910.00",Unisex,Switzerland,Unknown,Stainless Steel,leather,Mineral,K2G2G1CX
Calvin Klein - CK Highno / CK high noon,Unknown,Unknown,"EGP 9,230.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Highno / CK high noon,Unknown,Unknown,"EGP 11,210.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Highno / CK high noon,Unknown,Unknown,"EGP 10,550.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Minimal,Unknown,Unknown,"EGP 7,910.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Posh,Unknown,Unknown,"EGP 10,550.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Posh,Unknown,Unknown,"EGP 11,210.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Posh,Unknown,Unknown,"EGP 8,700.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Light,Unknown,Unknown,"EGP 10,020.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Mineral,K6L2M616
Calvin Klein - Suspenion,Unknown,Unknown,"EGP 6,210.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tory Burch - THE COLLINS,TB1200,Unknown,"EGP 8,545.00",Unisex,China,Unknown,STAINLESS STEEL,STAINLESS STEEL,'-,TB1200
Tory Burch - THE BUDDY CLASSIC,TRB2005,Unknown,"EGP 4,935.00",Unisex,China,Unknown,STAINLESS STEEL,LEATHER,'-,TRB2005
Boss Black - HB151.3086,Aubrey,Boss Black,"EGP 18,135.00",Men,China,Quartz,Stainless steel,Kevlar-like strap,Mineral,1513086
Calvin Klein - CK Posh,Unknown,Unknown,"EGP 8,570.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - General,Unknown,Unknown,"EGP 8,250.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - General,General,Casio,"EGP 4,895.00",Men,China,Tough Solar,Resin,Resin,Resin,AQ-S810W-3AVDF
Casio - General,Unknown,Unknown,"EGP 5,295.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - Beside,Beside,Casio,"EGP 6,695.00",Women,China,Quartz,Stainless steel,Genuine Leather,Mineral,BEL-130L-1AVDF
Casio - Beside,Beside,Casio,"EGP 10,695.00",Men,China,Quartz,Stainless steel,Stainless steel,Mineral,BEM-506BD-7AVDF
Casio - Beside,Beside,Casio,"EGP 9,895.00",Men,China,Quartz,Stainless Steel,Genuine Leather,Mineral,BEM-506BL-1AVDF
Casio - Beside,Beside,Casio,"EGP 9,895.00",Men,China,Quartz,Stainless steel,Genuine Leather,Mineral,BEM-506L-7AVDF
Casio - Beside,Beside,Casio,"EGP 9,895.00",Men,China,Quartz,Stainless steel,Genuine Leather,Mineral,BEM-507L-7AVDF
Casio - BABY,BABY-G,Casio,"EGP 10,750.00",Women,China,Quartz,Resin,Resin,Mineral,BGA-180BE-2BDR
Casio - BABY,BABY-G,Casio,"EGP 10,750.00",Women,China,Quartz,Resin,Resin,Mineral,BGA-190BE-2ADR
Casio - G,G-Shock,Casio,"EGP 6,395.00",Men,China,Quartz,Resin,Resin,Mineral,DW-6900-1VDR
Casio - G,G-Shock,Casio,"EGP 7,495.00",Men,China,Quartz,Resin,Resin,Mineral,DW-6900NB-1DR
Casio - G,Unknown,Unknown,"EGP 9,595.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,G-Shock,Casio,"EGP 6,095.00",Men,China,Quartz,Resin,Resin,Mineral,DW-9052-1VDR
Casio - G,G-Shock,Casio,"EGP 6,095.00",Men,China,Quartz,Resin,Resin,Mineral,DW-9052-2VDR
Tommy Hilfiger - Dean,Unknown,Unknown,"EGP 12,805.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tommy Hilfiger - Decker,Decker,Tommy Hilfiger,"EGP 13,900.00",Men,China,Quartz,Stainless steel,Genuine Leather,Mineral,179.1561
Tommy Hilfiger - Jake,Unknown,Unknown,"EGP 13,910.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tommy Hilfiger - Landon,Unknown,Unknown,"EGP 11,420.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tommy Hilfiger - Lori,Lori,Tommy Hilfiger,"EGP 9,145.00",Women,China,Quartz,Stainless steel,Stainless steel,Mineral,178.1949
Gucci - G,G-Chrono,Unknown,"EGP 112,850.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,YA101.204
Gucci - YA126.442,Unknown,Unknown,"EGP 42,650.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Gucci - YA101.203,Unknown,Unknown,"EGP 112,850.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Gucci - YA126.4074,Unknown,Unknown,"EGP 76,370.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lacoste - Biarritz,Biarritz,Unknown,"EGP 6,500.00",Unisex,China,Unknown,Stainless Steel,leather,Mineral,2000534
Lacoste - Biarritz,Biarritz,Unknown,"EGP 6,500.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000712
Lacoste - Biarritz,Biarritz,Unknown,"EGP 8,500.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000761
Lacoste - Sofia,Sofia,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000766
Lacoste - Sidney,Sidney,Unknown,"EGP 10,500.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000797
Lacoste - Charlotte,Charlotte,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Plastic,Stainless Steel and Plastic,Mineral,2000804
Lacoste - Charlotte,Charlotte,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2000831
Lacoste - Goa,Goa,Unknown,"EGP 5,440.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,2020069
Lacoste - Goa,Goa,Unknown,"EGP 5,440.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,2020073
Lacoste - Goa,Goa,Unknown,"EGP 5,440.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,2020074
Lacoste - Goa New,Goa New,Unknown,"EGP 5,440.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,2020116
Lacoste - Goa New,Goa New,Unknown,"EGP 5,440.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,2020117
Lacoste - Lacoste.12.12 Kids,Lacoste.12.12 Kids,Unknown,"EGP 3,435.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,0
Boss Orange - HB151.2992,H7001,boss,"EGP 2,195.00",Men,China,Quartz,Stainless steel with yellow gold IP,Stainless steel with yellow gold IP,Mineral?,1512992
Boss Black - HB151.3387,Amela,boss,"EGP 13,610.00",Men,China,Quartz,Stainless steel,Leather,Scratch resistant mineral?,1513387
Boss Black - HB151.3073,Aubrey,boss,"EGP 8,245.00",Men,China,Quartz,Stainless steel,Leather,Scratch resistant mineral?,1513073
Boss Black - HB151.3400,Casey,boss,"EGP 9,900.00",Men,China,Quartz,Stainless steel,Leather,Mineral,1513400
Boss Black - HB151.3425,Charlee,boss,"EGP 10,885.00",Men,China,Quartz,Stainless steel,Leather,Mineral,1513425
Boss Black - HB151.3426,Charlee,boss,"EGP 13,610.00",Men,China,Quartz,Stainless steel,Leather,Mineral,1513426
Boss Black - HB151.2885,Dani,boss,"EGP 14,510.00",Men,China,Quartz,Stainless steel,Silicon,Mineral,1512885
Boss Black - HB151.3485,Denim,boss,"EGP 10,885.00",Men,China,Quartz,Stainless steel,Leather,Mineral,1513485
Boss Black - HB151.2972,Gracie,boss,"EGP 13,610.00",Men,China,Quartz,Stainless steel,Embossed crocodile pattern calfskin leather,Mineral,1512972
Boss Black - HB151.2076,James,boss,"EGP 15,500.00",Men,China,Quartz,Stainless steel,Leather,Mineral,1512076
Casio - General,General,Unknown,"EGP 5,495.00",Unisex,China,Unknown,Resin,Resin,Mineral,AEQ-200W-1A2VDF
Casio - General,General,Unknown,"EGP 6,995.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,MTD-1085D-7AVDF
Boss Black - Intensity,Intensity,boss,"EGP 20,990.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3667
Lacoste - Key West,Key West,Unknown,"EGP 8,160.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2011007
Lacoste - Key West,Key West,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2011009
Lacoste - Key West,Key West,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2011014
Tommy Hilfiger - Chase,Chase,Unknown,"EGP 14,640.00",Unisex,China,Unknown,Plated Stainless Steel,Plated Stainless Steel,Mineral,179.158
Frederique Constant - Horological,Horological Smart Watch,Unknown,"EGP 40,200.00",Unisex,Switzerland,Unknown,Polished stainless steel,Stainless steel,Convex sapphire crystal,FC-281WH3ER6B
Frederique Constant - Horological,Horological Smart Watch,Unknown,"EGP 52,880.00",Unisex,Switzerland,Unknown,Stainless Steel,Alligator Leather,Convex Sapphire,FC-285S5B6
Frederique Constant - Classics,Classics Chronograph,Unknown,"EGP 55,020.00",Unisex,Switzerland,Unknown,Rose Gold Plated polished stainless steel 2-parts,Leather,Convex sapphire crystal,FC-292MV5B4
Frederique Constant - Classics,Classics Index,Unknown,"EGP 43,995.00",Unisex,Switzerland,Unknown,Rose gold plated steel,Leather,Convex sapphire crystal,FC-303V6B4
Frederique Constant - Classics Delight,Classics Delight,Unknown,"EGP 80,400.00",Unisex,Switzerland,Unknown,Polished stainless steel,Stainless steel,Scratch Resistant Sapphire,FC-306MC3ER6B
Tommy Hilfiger - Multi,Multi-function,Unknown,"EGP 12,805.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,179.1608
Calvin Klein - City,City,calvin,"EGP 8,700.00",Men,Switzerland,Quartz,Stainless Steel,Stainless Steel,Mineral glass,K7B21126
Calvin Klein - Even extension,Even Extension,Unknown,"EGP 9,230.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless steel,Mineral glass,K7B21626
Casio - Baby,Baby-G,Unknown,"EGP 12,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-110CF-1ADR
Casio - Baby,Baby-G,Casio,"EGP 10,795.00",Women,China,Quartz,Resin,Resin,Mineral,BA-110CR-7ADR
Casio - Baby,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-120T-1ADR
Casio - Baby,Baby-G,Unknown,"EGP 8,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-260-1ADR
Casio - Baby,Baby-G,Unknown,"EGP 8,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-260-4ADR
Casio - Baby,Baby-G,Unknown,"EGP 7,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BLX-560VH-4DR
Casio - G,G-Shock,Unknown,"EGP 9,795.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-140AR-1ADR
Calvin Klein - Established,Established,Unknown,"EGP 8,570.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K9H2X1C1
Tommy Hilfiger - Meg,Meg,Unknown,"EGP 9,145.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,178.2147
Gucci - YA142.301,GG2570,Unknown,"EGP 78,650.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Scratch Resistant Mineral,YA142.301
Raymond Weil - Freelancer,Freelancer,Unknown,"EGP 113,710.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless Steel,Sapphire,2738.STP.20001
Raymond Weil - Tango,Tango,Unknown,"EGP 60,970.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,5960.ST.00300
Casio - Edifice,Edifice,Unknown,"EGP 16,595.00",Unisex,China,Unknown,Stainless steel,Leather,Mineral,EFR-550L-1AVUDF
Casio - Baby,Baby-G,Unknown,"EGP 7,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGD-570BC-4DR
Casio - Youth,Youth,Unknown,"EGP 3,595.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-291H-1BVDF
Casio - G,G-Shock,Unknown,"EGP 7,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-5600SC-2DR
Casio - G,G-Shock,Unknown,"EGP 7,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-5600SC-4DR
Lacoste - Continental,Continental,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2011040
Lacoste - Continental,Continental,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2011042
Lacoste - Leder,Leder,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2011051
Lacoste - Men,Unknown,Unknown,"EGP 7,245.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lacoste - Boston,Boston,Unknown,"EGP 11,900.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2011081
Lacoste - 12.12 Kids,12.12 Kids,Unknown,"EGP 4,530.00",Unisex,China,Unknown,Plastic,Rubber,Mineral,2030015
Lacoste - 12.12 Kids,12.12 Kids,Unknown,"EGP 3,435.00",Unisex,China,Unknown,Plastic,Rubber,Mineral,2030018
Lacoste - 12.12 Kids,12.12 Kids,Unknown,"EGP 3,435.00",Unisex,China,Unknown,Plastic,Rubber,Mineral,2030027
Tommy Hilfiger - Alex,Alex,Unknown,"EGP 11,895.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,178.2159
Tommy Hilfiger - Ashley,Ashley,Unknown,"EGP 6,030.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,178.2232
Tommy Hilfiger - Ashley,Ashley,Unknown,"EGP 6,030.00",Unisex,China,Unknown,Plastic,Silicone,Mineral,178.2233
Tommy Hilfiger - Tea,Tea,Unknown,"EGP 11,500.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,178.2286
Tommy Hilfiger - Sport,Sport,Tommy Hilfiger,"EGP 11,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1348
Tommy Hilfiger - Austin,Austin,Unknown,"EGP 13,725.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,179.1639
Tommy Hilfiger - Essentials,Essentials,Tommy Hilfiger,"EGP 7,500.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,179.1661
Tommy Hilfiger - Casual,Casual,Unknown,"EGP 12,270.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,179.1729
Casio - G,G-Shock,Casio,"EGP 8,795.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2000S-7ADR
Casio - G,G-Shock,Casio,"EGP 9,995.00",Men,China,Quartz,Resin,Resin,Mineral,GA-900-4ADR
Casio - G,G-Shock,Casio,"EGP 16,995.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GM-110-1ADR
Casio - G,G-Shock,Unknown,"EGP 14,995.00",Unisex,China,Unknown,Stainless Steel,Resin,Mineral,GM-S5600-1DR
Casio - G,G-Shock,Unknown,"EGP 15,750.00",Unisex,China,Unknown,Stainless Steel,Resin,Mineral,GM-S5600G-7DR
Casio - G,G-Shock,Casio,"EGP 15,850.00",Women,China,Quartz,Stainless Steel,Resin,Mineral,GM-S5600PG-4DR
Casio - G,G-Shock,Unknown,"EGP 17,995.00",Unisex,China,Unknown,Stainless Steel,Resin,Mineral,GM-6900G-9DR
Casio - G,G-Shock,Unknown,"EGP 9,795.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMA-S140NC-5A1DR
Casio - G,G-Shock,Unknown,"EGP 9,795.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMA-S140NC-7ADR
Casio - G,G-Shock,Unknown,"EGP 10,650.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMA-B800SC-1A2DR
Casio - G,G-Shock,Unknown,"EGP 7,950.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMD-B800SU-8DR
Casio - G,G-Shock,Unknown,"EGP 32,295.00",Unisex,China,Unknown,Stainless Steel,Resin,Mineral,GST-B200TJ-1ADR
Casio - G,G-Shock,Casio,"EGP 29,595.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,GST-B300SD-1ADR
Casio - G,G-Shock,Unknown,"EGP 30,995.00",Unisex,China,Unknown,Stainless Steel,Resin,Mineral,GST-B300WLP-1ADR
