name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Casio - G,G-Shock,Casio,"EGP 17,250.00",Women,China,Quartz,Stainless Steel,Resin,Mineral,GM-S2100WS-7ADR
Casio - G,G-Shock,Casio,"EGP 10,750.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S2100MD-4ADR
Casio - G,G-Shock,Casio,"EGP 10,995.00",Men,China,Quartz,Resin,Fabric,Mineral,GA-2100BCE-1ADR
Casio - G,G-Shock,Casio,"EGP 11,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110HD-8ADR
Casio - G,G-Shock,Casio,"EGP 10,595.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110CD-1A9DR
Casio - G,G-Shock,Casio,"EGP 10,595.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110CD-1A3DR
Casio - G,G-Shock,Casio,"EGP 10,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100MF-1ADR
Casio - G,G-Shock,Casio,"EGP 10,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100CY-1ADR
Casio - Baby,Baby-G,Casio,"EGP 10,895.00",Women,China,Quartz,Resin,Resin,Mineral,BA-110X-7A1DR
Casio - Baby,Baby-G,Casio,"EGP 10,895.00",Women,China,Quartz,Resin,Resin,Mineral,BA-110FH-2ADR
Casio - General,General,Casio,"EGP 2,995.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,MTP-1303L-7BVDF
Casio - General,General,Casio,"EGP 3,950.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,LTP-VT02G-3AUDF
Casio - General,General,Casio,"EGP 2,395.00",Women,Japan,Quartz,Stainless Steel,Leather,Mineral,LTP-VT01L-7B2UDF
Casio - G,G-Shock,Casio,"EGP 25,795.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GST-B600A-1A6DR
Casio - G,G-Shock,Casio,"EGP 12,995.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S110VW-4ADR
Casio - G,G-Shock,Casio,"EGP 10,595.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-2100GB-1ADR
Casio - G,G-Shock,Casio,"EGP 7,695.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-2100-2A2DR
Casio - G,G-Shock,Casio,"EGP 11,395.00",Men,China,Quartz,Resin,Resin,Mineral,GX-56RC-1DR
Casio - Baby,Baby-G,Casio,"EGP 10,895.00",Women,China,Quartz,Resin,Resin,Mineral,BA-110XRG-1ADR
Casio - Edifice,Unknown,Unknown,"EGP 8,895.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,G-Shock,Casio,"EGP 12,995.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S110VW-2ADR
Casio - Edifice,Edifice,Casio,"EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-640D-5AVUDF
Casio - General,General,Casio,"EGP 2,395.00",Women,N/A Quartz,Quartz,Stainless Steel,Leather,Mineral,LTP-VT01L-1BUDF
Casio - G,G-Shock,Casio,"EGP 9,295.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-2100FF-8ADR
Tommy Hilfiger - Juliette,Juliette,Tommy Hilfiger,"EGP 10,500.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2641
Tommy Hilfiger - Luca,Luca,Tommy Hilfiger,"EGP 12,500.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,171.0489
Tommy Hilfiger - Griffin,Griffin,Tommy Hilfiger,"EGP 9,900.00",Men,china,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0455
Tommy Hilfiger - Blaze,Blaze,Tommy Hilfiger,"EGP 13,725.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2029
Tommy Hilfiger - Blaze,Blaze,Tommy Hilfiger,"EGP 14,640.00",Men,China,Quartz,Plated Stainless Steel,Stainless Steel,Mineral,179.2031
Tommy Hilfiger - Troy,Troy,Tommy Hilfiger,"EGP 13,900.00",Men,China,Quartz,Stainless Steel,Nylon,Mineral,179.2107
Lacoste - Ladycroc,Ladycroc,Lacoste,"EGP 11,500.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,2001261
Casio - G,G-Shock,Casio,"EGP 9,195.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-B001-4ADR
Casio - G,G-Shock,Casio,"EGP 11,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-B001G-2ADR
Casio - G,G-Shock,Casio,"EGP 14,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,GBD-100LM-1DR
Tommy Hilfiger - Austin,Austin,Tommy Hilfiger,"EGP 6,900.00",Men,China,Quartz,Plastic,Silicone,Mineral,171.0598
Lacoste - Neocroc,Neocroc,Lacoste,"EGP 5,260.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2001270
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 11,950.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200342
Raymond Weil - Freelancer,Freelancer,Raymond Weil,"EGP 82,310.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire,2731-ST-50001
Raymond Weil - Freelancer,Freelancer,Raymond Weil,"EGP 82,310.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire,2731-ST-20001
Casio - General,General,Casio,"EGP 2,595.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VT01D-7BUDF
Tommy Hilfiger - Blaze,Blaze,Tommy Hilfiger,"EGP 13,900.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,179.2028
Calvin Klein - Fearless,Fearless,Calvin Klein,"EGP 13,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200305
Casio - General,General,LTP,"EGP 1,975.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V005D-1AUDF
Tommy Hilfiger - Hayley present set,Hayley present set,Tommy Hilfiger,"EGP 10,430.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,177.0.007
Tommy Hilfiger - Casual,Casual,Tommy Hilfiger,"EGP 9,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0486
Tommy Hilfiger - Jameson,Jameson,Tommy Hilfiger,"EGP 12,500.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.2053
Casio - G,G-shock,Casio,"EGP 7,895.00",Men,China,Quartz,Resin,Resin,Mineral,GA-700SKC-1ADR
Tommy Hilfiger - Dress,Dress,Tommy Hilfiger,"EGP 10,990.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2544
Hugo Boss - Pilot Edition,Pilot Edition,Hugo Boss,"EGP 19,965.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3886
Tommy Hilfiger - Harley,Harley,Tommy Hilfiger,"EGP 13,500.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1890
Tommy Hilfiger - Nelson,Nelson,Tommy Hilfiger,"EGP 10,990.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2024
Boss - Troper,Troper,Boss,"EGP 14,335.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4055
Hugo Boss - Circuit,Circuit,Hugo Boss,"EGP 14,335.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3730
Hugo Boss - Elite,Elite,Hugo Boss,"EGP 10,200.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3954
Casio - General,General,Casio,"EGP 1,925.00",Unisex,China,Quartz,Resin,Resin,Mineral,MQ-24S-2BDF
Tommy Hilfiger - Jason,Jason,Tommy Hilfiger,"EGP 11,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0487
Tommy Hilfiger - Ryder,Ryder,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,171.0495
Tommy Hilfiger - Jason,Jason,Tommy Hilfiger,"EGP 8,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,171.0484
Tommy Hilfiger - Clark,Clark,Tommy Hilfiger,"EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2079
Tommy Hilfiger - Lars,Lars,Tommy Hilfiger,"EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.2064
D1 Milano - Polycarbon,Polycarbon,D1 Milano,"EGP 13,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating",Mineral with Anti-Reflective Coating,PCBJ14
D1 Milano - Space Grey Polycarbon,Space Grey Polycarbon,D1 Milano,"EGP 13,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating",Mineral with Anti-Reflective Coating,PCBJ13
Tommy Hilfiger - Axel,Axel,Tommy Hilfiger,"EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.2003
Tommy Hilfiger - Logan,Logan,Tommy Hilfiger,"EGP 11,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2037
Calvin Klein - Sculpt,Sculpt,Calvin Klein,"EGP 11,715.00",Women,China,Quartz,Stainless steel,Stainless steel,Mineral,25200250
Calvin Klein - Sensation,Sensation,Calvin Klein,"EGP 12,805.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200252
Calvin Klein - Sensation,Sensation,Calvin Klein,"EGP 12,805.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200253
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 10,990.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200268
Calvin Klein - Modern,Modern,Calvin Klein,"EGP 10,990.00",Men,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200314
Calvin Klein - Enticing,Enticing,Calvin Klein,"EGP 12,270.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200317
Boss - Admiral,Admiral,Boss,"EGP 19,965.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.3965
Boss - View,View,Boss,"EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3987
Boss - View,View,Boss,"EGP 19,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3989
Boss - One,One,Boss,"EGP 18,135.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3997
Boss - One,One,Boss,"EGP 19,045.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.3998
Boss - Trace,Trace,Boss,"EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4002
Boss - Trace,Trace,Boss,"EGP 19,965.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.4007
Boss - Fluid,Fluid,Boss,"EGP 10,885.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel & Leather,Mineral,HB152.0023
Boss - Chase,Chase,Boss,"EGP 12,990.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0261
Tommy Hilfiger - Communion,Communion,Tommy Hilfiger,"EGP 6,405.00",Women,China,Quartz,Stainless Steel,Rubber,Mineral,172.0037
Tommy Hilfiger - Communion,Communion,Tommy Hilfiger,"EGP 6,405.00",Women,China,Quartz,Stainless Steel,Rubber,Mineral,172.0038
Lacoste - Neocroc,Neocroc,Lacoste,"EGP 5,260.00",Men,China,Quartz,Plastic,Rubber,Mineral,2011232
Casio - G,G-Shock,Casio,"EGP 7,595.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-700SC-3ADR
Casio - General,General,Casio,"EGP 3,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VD200D-1BUDF
Casio - General,General,Casio,"EGP 3,895.00",Men,China,Quartz,Black,Leather,Mineral,MTP-VD200L-1BUDF
Casio - General,General,Casio,"EGP 3,595.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,MTP-VD300-7BUDF
Casio - General,General,Casio,"EGP 1,595.00",Women,China,Quartz,Stainless Steal,Leather,Mineral,LTP-V005L-7BUDF
Tommy - Jeans Berlin,Jeans Berlin,Tommy,"EGP 6,900.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,172.0028
Casio - General,General,Casio,"EGP 3,650.00",Men,China,Quartz,Resin / Stainless steel,Resin,Mineral,MWD-100H-9AVDF
Casio - General,General,Casio,"EGP 4,495.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1302SG-7AVDF
Casio - General,General,Casio,"EGP 3,195.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1314D-1AVDF
Casio - General,General,Casio,"EGP 4,795.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Minral,Casio - General - MTP-VD300SG-1EUDF
Lacoste - Neocroc,Neocroc,Lacoste,"EGP 5,260.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2001269
Tommy Hilfiger - Ryder,Ryder,Tommy Hilfiger,"EGP 12,900.00",Men,China,Quartz,Plated Stainless Steel,Leather,Mineral,171.0497
Casio - General,General,Casio,"EGP 3,850.00",Men,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,MTP-VD03G-1AUDF
Hugo Boss - Fresh,Fresh,Hugo Boss,"EGP 11,255.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0285
Casio - G,G-Shock,Casio,"EGP 17,995.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GM-S2100MF-1ADR
Casio - General,General,Casio,"EGP 2,650.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Minieral,LTP-VT02D-1AUDF
Casio - General,General,Casio,"EGP 2,495.00",Unisex,China,Quartz,Resin,Resin,Mineral,LWS-1200H-1AVDF
Casio - General,General,Casio,"EGP 3,995.00",Men,China,Quartz,Plated Stainless Steel,Leather,Mineral,MTP-VD300GL-1EUDF
Casio - General,General,Casio,"EGP 3,195.00",Men,China,Quartz,Resin,Resin,Mineral,W-735H-1AVDF
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 9,525.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200001
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 10,990.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200003
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 9,525.00",Women,China,Quartz,Stainless Steel,Leather,Mineral,25200009
Calvin Klein - Sculptural,Sculptural,Calvin Klein,"EGP 11,715.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200013
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 12,270.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200029
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 10,060.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200031
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 10,060.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200032
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 11,715.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200033
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 11,715.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200034
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 11,715.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200036
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200037
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200038
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200042
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200043
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 12,805.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200044
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 9,525.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200045
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 8,780.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200050
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 9,525.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200051
Calvin Klein - Timeless,Timeless,Calvin Klein,"EGP 8,780.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200052
Calvin Klein - Linked,Linked,Calvin Klein,"EGP 10,990.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200053
Calvin Klein - Linked,Linked,Calvin Klein,"EGP 11,715.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200055
Calvin Klein - Gauge,Gauge,Calvin Klein,"EGP 13,910.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200064
Calvin Klein - Sport,Sport,Calvin Klein,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200067
Calvin Klein - Gauge,Gauge,Calvin Klein,"EGP 13,910.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200070
Calvin Klein - Gauge,Gauge,Calvin Klein,"EGP 11,715.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,Calvin Klein
Calvin Klein - Fashion Open Link,Fashion Open Link,Calvin Klein,"EGP 12,270.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200085
Calvin Klein - Open Link Carnation,Open Link Carnation,Calvin Klein,"EGP 13,910.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Rose Gold,25200087
Tommy Hilfiger - Sullivan,Sullivan,Tommy Hilfiger,"EGP 11,895.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1883
Tommy Hilfiger - Sullivan,Sullivan,Tommy Hilfiger,"EGP 14,640.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1933
Tommy Hilfiger - Aria,Aria,Tommy Hilfiger,"EGP 11,500.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2273
Tommy Hilfiger - Connor,Connor,Tommy Hilfiger,"EGP 12,080.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,179.1898
Tommy Hilfiger - Harley,Harley,Tommy Hilfiger,"EGP 13,500.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1895
Tommy Hilfiger - Kane,Kane,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1401
Tommy Hilfiger - Liza,Liza,Tommy Hilfiger,"EGP 8,235.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2336
Lacoste - Tiebreaker,Tiebreaker,Lacoste,"EGP 9,060.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,2011188
Lacoste - Tiebreaker,Tiebreaker,Lacoste,"EGP 9,060.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2011187
Lacoste - Lacoste.12.12,Lacoste.12.12,Lacoste,"EGP 6,345.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2011192
Lacoste - Lacoste.12.12,Lacoste.12.12,Lacoste,"EGP 6,345.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2001226
Lacoste - Neocroc,Neocroc,Lacoste,"EGP 6,345.00",Women,China,Quartz,Plastic,Silicone,Mineral,2001218
Lacoste - Rider,Rider,Lacoste,"EGP 4,530.00",Unisex / Kids,China,Quartz,Plastic,Silicone,Mineral,2030047
Lacoste - Lacoste 12.12,Lacoste 12.12,Lacoste,"EGP 4,900.00",Unisex / Kids,China,Quartz,Plastic,Silicone,Mineral,2001184
Hugo Boss - Allure,Allure,Hugo Boss,"EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3920
Hugo Boss - Volane,Volane,Hugo Boss,"EGP 18,135.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.3953
Hugo Boss - Dapper,Dapper,Hugo Boss,"EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3925
Hugo Boss - Santiago,Santiago,Hugo Boss,"EGP 18,135.00",Men,China,Quaertz,Stainless Steel,Textile,Mineral,HB151.3935
Hugo Boss - Make,Make,Hugo Boss,"EGP 5,495.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0251
Hugo Boss - Relax,Relax,Hugo Boss,"EGP 8,160.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,HB153.0256
Hugo Boss - Confidence,Confidence,Hugo Boss,"EGP 10,885.00",Men,China,Quaertz,Stainless Steel,Leather,Mineral,HB151.3790
Hugo Boss - Confidence,Confidence,Hugo Boss,"EGP 12,700.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3792
Hugo Boss - Drifter,Drifter,Hugo Boss,"EGP 10,885.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3898
Casio - G,G-Shock,Casio,"EGP 7,695.00",Unisex,China,Quartz,Resin,Resin,Mineral Glass,GA-2100-1A2DR
Casio - G,G-Shock,Casio,"EGP 7,595.00",Unisex,China,Quartz,Resin,Resin,Mineral,GLX-5600RT-9DR
Casio - G,G-Shock,Casio,"EGP 9,195.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S2200-7ADR
Casio - G,G-Shock,Casio,"EGP 8,875.00",Men,China,Quartz,Resin,Resin,Mineral,GA-700BP-1ADR
Casio - G,G-Shock,Casio,"EGP 9,895.00",Men,China,Quartz,Resin,Resin,Mineral,GBA-900UU-3ADR
Calvin Klein - Iconic,Iconic,Calvin Klein,"EGP 10,060.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200027
Calvin Klein - Sport,Sport,Calvin Klein,"EGP 12,270.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,25200119
Calvin Klein - Linked,Linked,Calvin Klein,"EGP 12,270.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200126
Michael Kors - Pyper Gift Set,Pyper Gift Set,Michael Kors,"EGP 19,995.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,MK1040
Casio - Enticer Ladies,Enticer Ladies,Casio,"EGP 2,995.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1314D-2AVDF
Casio - Enticer Ladies,Enticer Ladies,Casio,"EGP 3,325.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1335D-4AVDF
Casio - Enticer Ladies,Enticer Ladies,Casio,"EGP 2,250.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V004D-1BUDF
Casio - G,G-Shock,Casio,"EGP 7,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,DW-5600CA-2DR
Casio - G,G-Shock,Casio,"EGP 8,995.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2200BB-1ADR
Casio - G,G-Shock,Casio,"EGP 9,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2200M-1ADR
Casio - G,G-Shock,Casio,"EGP 11,750.00",Men,China,Quartz,Resin,Resin,Mineral,GA-900VB-1ADR
Casio - G,G-Shock,Casio,"EGP 16,995.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GM-2100-1ADR
Casio - G,G-Shock,Casio,"EGP 12,495.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S110NP-8ADR
Casio - General,General,Casio,"EGP 3,295.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-1308D-1A2VDF
Casio - General,General,Casio,"EGP 2,995.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-1308D-1AVDF
Casio - General,General,Casio,"EGP 1,995.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-V004D-7BUDF
Casio - General,General,Casio,"EGP 2,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VD02D-7EUDF
Casio - General,General,Casio,"EGP 2,595.00",Men,China,Quartz,Resin,Resin,Mineral,WS-1300H-1AVDF
Casio - Edifice,Edifice,Casio,"EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-630D-1AVUDF
Casio - Edifice,Edifice,Casio,"EGP 8,895.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,EFV-630L-1AVUDF
Casio - Edifice,Edifice,Casio,"EGP 8,895.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,EFV-630L-7AVUDF
Casio - General,General,Casio,"EGP 1,875.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V005D-7B2UDF
Casio - General,General,Casio,"EGP 2,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VD02D-1EUDF
Tommy Hilfiger - Grace,Grace,Tommy Hilfiger,"EGP 10,255.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2433
Tommy Hilfiger - Grace,Grace,Tommy Hilfiger,"EGP 9,355.00",Women,China,Quartz,Stainless Steel,Leather,Mineral,178.2430
Tommy Hilfiger - Maya,Maya,Tommy Hilfiger,"EGP 9,145.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2439
Tommy Hilfiger - Carter,Carter,Tommy Hilfiger,"EGP 8,420.00",Men,China,Quartz,Stainless Steel,Rubber,Mienral,179.1915
Tommy Hilfiger - Jeans,Jeans,Tommy Hilfiger,"EGP 10,990.00",Men,China,Quartz,Stainless Steel,Nylon,Mineral,179.1924
Tommy Hilfiger - Libby,Libby,Tommy Hilfiger,"EGP 10,500.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,178.2487
Tommy Hilfiger - Owen,Owen,Tommy Hilfiger,"EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1967
Tommy Hilfiger - Max,Max,Tommy Hilfiger,"EGP 13,910.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,179.1972
Tommy Hilfiger - Leonard,Leonard,Tommy Hilfiger,"EGP 13,360.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1988
Tommy Hilfiger - Leonard,Leonard,Tommy Hilfiger,"EGP 13,360.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1986
Tommy Hilfiger - Leonard,Leonard,Tommy Hilfiger,"EGP 13,360.00",Men,China,Quartz,Stainless Steel,Laether,Mineral,179.1987
Tommy Jeans - Houston,Houston,Tommy Jeans,"EGP 10,990.00",Men,China,Quartz,Plated Stainless Steel,Fabric,Mineral,179.1997
Tommy Jeans - Houston,Houston,Tommy Jeans,"EGP 6,900.00",Men,China,Quartz,Plated Stainless Steel,Fabric,Mineral,179.1999
Casio - Youth,Youth,Casio,"EGP 1,925.00",Women,China,Quartz,Resin,Resin,Mineral,LRW-200H-4BVDF
Casio - General,General,Casio,"EGP 2,595.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-VT01D-2B2UDF
Casio - General,General,Casio,"EGP 2,595.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-VT01D-4B2UDF
